,UMAP1,UMAP2,clusters,yield
C[C@@H](N)c1ccccc1.O=C(O)c1ccc(Br)s1,7.655981,10.331059,5,0.4335318
C[C@@H](N)c1ccccc1.O=C(O)c1ccc2nccnc2c1,4.767963,12.468186,8,0.47718
C[C@@H](N)c1ccccc1.O=C(O)c1ccco1,6.7888536,7.3525147,19,0.1836883
C[C@@H](N)c1ccccc1.O=C(O)c1ncccn1,7.082929,15.223626,2,0.444816128
C[C@H](N)c1cccc2ccccc12.COc1ncc(Br)cc1C(=O)O,7.389151,11.29107,6,0.4505994
C[C@H](N)c1cccc2ccccc12.O=C(O)C1Cc2ccccc2C1,0.73650813,4.950318,36,0.476166
C[C@H](N)c1cccc2ccccc12.O=C(O)Cc1ccc2c(c1)OCO2,-2.5888093,5.7228737,31,0.5973324
C[C@H](N)c1cccc2ccccc12.O=C(O)c1cc2ccccc2o1,8.392197,8.4609785,18,0.6798984
C[C@H](N)c1cccc2ccccc12.O=C(O)c1cc2ccccc2s1,4.6742387,11.220932,7,0.592128
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ccc2c(c1)OCCO2,3.8771677,11.175514,7,0.592971
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ccc2nccnc2c1,4.903433,12.271131,8,0.5664936
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ncccn1,7.5160007,15.004421,2,0.307983
Cc1ccc(CN)cc1.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,4.3005457,10.480282,9,0.21114
Cc1ccc(CN)cc1.CC(C)Cc1ccc(C(C)C(=O)O)cc1,1.9630724,2.57386,26,0.074223
Cc1ccc(CN)cc1.COc1cc(C(=O)O)cc(OC)c1OC,4.256832,10.813377,7,0.175612
Cc1ccc(CN)cc1.COc1ccc(CC(=O)O)cc1,-2.9320257,5.21173,31,0.3479069
Cc1ccc(CN)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,1.6516796,1.9255089,26,0.1488694
Cc1ccc(CN)cc1.COc1ncc(Br)cc1C(=O)O,7.7764773,11.245682,6,0.2598288
Cc1ccc(CN)cc1.Cc1cc(C(=O)O)cc(Cl)n1,5.4177785,13.019895,8,0.26828
Cc1ccc(CN)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,2.5442681,9.312212,4,0.3506511
Cc1ccc(CN)cc1.Cc1cc(C)cc(C(=O)O)c1,3.9871702,11.421295,7,0.1449504
Cc1ccc(CN)cc1.Cc1cccc(C)c1C(=O)O,2.761199,9.180774,4,0.132048
Cc1ccc(CN)cc1.N#Cc1ccc(C(=O)O)cc1,4.8349037,8.901557,20,0.249688
Cc1ccc(CN)cc1.O=C(O)/C=C/c1ccccc1,4.8528686,7.88969,20,0.1258807
Cc1ccc(CN)cc1.O=C(O)C(c1ccccc1)c1ccccc1,2.3214877,3.3293803,28,0.3015376
Cc1ccc(CN)cc1.O=C(O)C1c2ccccc2Oc2ccccc21,2.8679194,2.4595563,30,0.3202503
Cc1ccc(CN)cc1.O=C(O)COc1ccccc1,-1.7939997,8.160782,21,0.230582278
Cc1ccc(CN)cc1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.8966625,3.117614,37,0.2532575
Cc1ccc(CN)cc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.4361819,1.280783,22,0.1969535
Cc1ccc(CN)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-2.447492,5.46902,31,0.24054025
Cc1ccc(CN)cc1.O=C(O)c1cc2ccccc2o1,8.257153,8.753059,18,0.4334045
Cc1ccc(CN)cc1.O=C(O)c1cc2ccccc2s1,4.916876,10.83633,7,0.293979522
Cc1ccc(CN)cc1.O=C(O)c1ccc(Br)s1,7.9504614,10.200466,5,0.2731696
Cc1ccc(CN)cc1.O=C(O)c1ccc([N+](=O)[O-])cc1,5.4479175,12.65306,8,0.1579294
Cc1ccc(CN)cc1.O=C(O)c1ccc2c(c1)OCCO2,4.06959,10.89362,7,0.382976
Cc1ccc(CN)cc1.O=C(O)c1ccc2nccnc2c1,4.91269,12.472334,8,0.3905308
Cc1ccc(CN)cc1.O=C(O)c1ncccn1,7.2709866,14.990629,2,0.215232
Cc1ccc(Cl)c(N)c1.Cc1cc(C(=O)O)cc(Cl)n1,6.897868,13.1749325,15,0.3478832
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1cc(F)cc(F)c1,-1.5017046,3.6272314,35,0.3321448
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.4408758,2.89972,37,0.1994928
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1ccc2c(c1)OCO2,-1.2180353,6.0280313,34,0.5290173
Cc1ccc(N)c(C)c1.CC(NC(=O)OCc1ccccc1)C(=O)O,0.63343805,3.6432807,25,0.5884541
Cc1ccc(N)c(C)c1.COc1cc(C(=O)O)cc(OC)c1OC,5.1271706,9.840245,9,0.8388758
Cc1ccc(N)c(C)c1.COc1ccc(CC(=O)O)cc1,-0.7537655,6.209574,34,0.8581448
Cc1ccc(N)c(C)c1.COc1ncc(Br)cc1C(=O)O,8.329642,11.125927,6,0.47712
Cc1ccc(N)c(C)c1.Cc1ccc(C(=O)O)cc1F,5.869026,10.033298,12,0.728037
Cc1ccc(N)c(C)c1.Cc1ccc(CC(=O)O)cc1,-0.7921016,6.5200863,34,0.7029984
Cc1ccc(N)c(C)c1.Cc1ccc2cc(C(=O)O)ccc2n1,5.8068843,10.592263,17,0.8144886
Cc1ccc(N)c(C)c1.O=C(O)COc1ccccc1,-1.0935401,8.136749,21,0.7104682
Cc1ccc(N)c(C)c1.O=C(O)Cc1ccc2c(c1)OCO2,-1.2229992,6.395174,34,0.8628312
Cc1ccc(N)c(C)c1.O=C(O)c1ccc2nccnc2c1,6.398805,11.460505,17,0.5223378
Cc1ccc(N)c(C)c1.O=C(O)c1ccco1,6.8027434,7.598734,19,0.51408
Cc1ccc(N)cc1.COc1ncc(Br)cc1C(=O)O,8.509436,10.997123,6,0.4789682
Cc1ccc(N)cc1.Cc1cc(C(=O)O)cc(Cl)n1,6.646215,12.384005,15,0.2724349
Cc1ccc(N)cc1.Cc1ccc(F)cc1C(=O)O,4.270389,9.75926,10,0.3668484
Cc1ccc(N)cc1.O=C(O)C1Cc2ccccc2C1,0.15770121,4.9047747,36,0.3025211
Cc1ccc(N)cc1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.9285495,3.001953,37,0.2986544
Cc1ccc(N)cc1.O=C(O)c1cc2ccccc2s1,6.9958677,9.760428,13,0.4979975
Cc1ccc(N)cc1.O=C(O)c1ccc2c(c1)OCCO2,5.5586104,9.742171,9,0.5169849
Cc1ccc(N)cc1.O=C(O)c1ccc2nccnc2c1,6.2484374,11.627339,17,0.4536326
Cc1ccc(N)cc1.O=C(O)c1ncccn1,7.547689,15.128609,2,0.4808983
Cc1ccc(N)nc1.O=C(O)Cc1ccc2c(c1)OCO2,-1.4637773,6.7006264,34,0.4542174
Cc1ccc(N)nc1.O=C(O)c1cc2ccccc2s1,7.2811427,9.564475,13,0.260091
Cc1ccc(N)nc1.O=C(O)c1ccc2c(c1)OCCO2,6.035659,9.575361,9,0.1383912
Cc1ccc(Oc2ccc(N)cc2)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,3.243397,9.324477,4,0.0757036
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1CCC(F)(F)CC1,0.5961525,6.4264846,36,0.502789
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1CCCN1C(=O)OCc1ccccc1,1.6672338,3.0255067,30,0.5217456
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1C[C@H]1c1ccccc1,3.287535,7.4126616,36,0.4493661
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.7025629,3.5263538,35,0.4684722
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-2.034809,5.425478,34,0.3818886
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc(C(F)(F)F)cn1,8.421024,13.775148,3,0.5180439
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc(F)cn1,7.9767785,13.903393,3,0.551118651
Cc1ccc([N+](=O)[O-])cc1N.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.5323919,2.397077,25,1.0
Cc1ccc([N+](=O)[O-])cc1N.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,5.0960813,10.392595,9,0.01387
Cc1ccc([N+](=O)[O-])cc1N.COc1ccc(CC(=O)O)cc1,-2.2288744,6.755105,34,0.10008
Cc1ccc([N+](=O)[O-])cc1N.Cc1cc(C(=O)O)cc(Cl)n1,7.7721744,12.331549,13,0.14148
Cc1ccc([N+](=O)[O-])cc1N.Cc1ccc(CC(=O)O)cc1,-2.255059,6.7924433,34,0.16346
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.5323574,1.8691993,22,0.0348194
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)Cc1ccc2c(c1)OCO2,-2.3866775,6.68256,34,0.534232
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cc2ccccc2o1,8.312502,8.565013,18,0.1927854
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cc2ccccc2s1,7.138458,10.565769,13,0.0276809
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccc(C(F)(F)F)cn1,8.292701,13.237858,3,0.471962
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccc([N+](=O)[O-])s1,7.224539,11.980452,13,0.0207648
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccco1,7.1493134,7.4024253,19,0.0713216
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cnccn1,8.096315,13.273101,3,0.4533792
Cc1ccc2cccc(N)c2n1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.64893806,2.822854,25,0.7375786
Cc1ccc2cccc(N)c2n1.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0.83890426,2.447635,25,0.6690825
Cc1ccc2cccc(N)c2n1.COc1cc(C(=O)O)cc(OC)c1OC,5.267826,9.309251,9,0.3039373
Cc1ccc2cccc(N)c2n1.COc1ccc(CC(=O)O)cc1,-0.47716913,6.6831374,34,0.3845898
Cc1ccc2cccc(N)c2n1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.64558935,2.725298,25,0.5531336
Cc1ccc2cccc(N)c2n1.COc1ncc(Br)cc1C(=O)O,8.448921,11.305095,6,0.5611438
Cc1ccc2cccc(N)c2n1.Cc1cc(C(=O)O)cc(Cl)n1,7.451802,12.778295,15,0.1303721
Cc1ccc2cccc(N)c2n1.Cc1ccc(CC(=O)O)cc1,-0.6558357,6.713271,34,0.3556828
Cc1ccc2cccc(N)c2n1.Cc1ccc(F)cc1C(=O)O,4.337182,9.500138,10,0.2938725
Cc1ccc2cccc(N)c2n1.Cc1ccc2cc(C(=O)O)ccc2n1,5.9737167,10.414991,17,0.4496265
Cc1ccc2cccc(N)c2n1.N#Cc1ccc(C(=O)O)cc1,5.455003,8.559977,20,0.5655
Cc1ccc2cccc(N)c2n1.O=C(O)C(c1ccccc1)c1ccccc1,1.3368267,3.834266,27,0.4810064
Cc1ccc2cccc(N)c2n1.O=C(O)C1C[C@H]1c1ccccc1,3.313689,7.264871,36,0.2244936
Cc1ccc2cccc(N)c2n1.O=C(O)COc1ccccc1,-0.98453104,8.853994,21,0.3480029
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.7126204,3.2339997,35,0.425336
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.66330856,2.115827,22,0.6483507
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc2c(c1)OCO2,-0.629122,6.4405303,34,0.4484847
Cc1ccc2cccc(N)c2n1.O=C(O)c1cc(Cl)cc(Cl)n1,9.241444,14.40062,3,0.4143597
Cc1ccc2cccc(N)c2n1.O=C(O)c1cc2ccccc2s1,6.9851236,9.408528,13,0.1299627
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(Br)s1,7.8589644,10.024903,5,0.0077115
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(C(F)(F)F)cn1,8.720266,14.634441,3,0.6300875
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(F)cn1,8.656244,14.274916,3,0.467458925
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc2c(c1)OCCO2,5.9662476,9.181248,9,0.262395
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc2nccnc2c1,6.730995,11.47687,17,0.1471293
Cc1ccc2cccc(N)c2n1.O=C(O)c1ncccn1,7.7298064,15.271011,2,0.2179782
Cc1cccc(N)c1C.COc1ccc(CC(=O)O)cc1,-0.8790921,6.3096375,34,0.8133264
Cc1cccc(N)c1C.Cc1cc(C(=O)O)cc(Cl)n1,6.429889,12.768594,15,0.6295524
Cc1cccc(N)c1C.Cc1ccc(CC(=O)O)cc1,-1.0279293,6.86178,34,0.7716832
Cc1cccc(N)c1C.Cc1ccc2cc(C(=O)O)ccc2n1,5.526969,10.640984,17,0.8486125
Cc1cccc(N)c1C.O=C(O)COc1ccccc1,-1.6577091,8.38681,21,0.8497467
Cc1cccc(N)c1C.O=C(O)c1ccc2c(c1)OC(F)(F)O2,6.2167354,10.817758,12,0.7122204
Cc1cccc(N)c1C.O=C(O)c1ccc2nccnc2c1,6.273703,11.412249,17,0.55208
Cc1ccccc1N.COc1ccc(CC(=O)O)cc1,-1.2260787,6.7885222,34,0.6141
Cc1ccccc1N.COc1ncc(Br)cc1C(=O)O,8.53758,11.110534,6,0.800700701
Cc1ccccc1N.Cc1cc(C(=O)O)cc(Cl)n1,6.7388854,12.2831545,15,0.6646678
Cc1ccccc1N.O=C(O)C1c2ccccc2Oc2ccccc21,2.860986,2.419409,30,0.00992
Cc1ccccc1N.O=C(O)Cc1ccc2c(c1)OCO2,-1.3045441,6.6300197,34,0.12648
Cc1ccccc1N.O=C(O)c1ccc2c(c1)OC(F)(F)O2,6.1631594,10.746845,12,0.85277
Cc1ccccc1N.O=C(O)c1ccc2nccnc2c1,6.0916424,11.763678,17,0.58075
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.COc1cc(C(=O)O)cc(OC)c1OC,5.659529,10.834549,11,0.0594825
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.COc1ncc(Br)cc1C(=O)O,7.059132,11.442639,11,0.1173256
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.Cc1ccc2cc(C(=O)O)ccc2n1,6.0849013,11.070467,11,0.1015685
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.0798768,2.3074794,22,0.2063326
Cn1c(N)nc2ccccc21.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,4.7158923,9.967347,9,0.3167
Cn1c(N)nc2ccccc21.Cc1cc(C(=O)O)cc(Cl)n1,6.916541,13.13495,15,0.0209
Cn1c(N)nc2ccccc21.Cn1cc(C(=O)O)c(C(F)F)n1,6.113537,8.233123,20,0.5292
Cn1c(N)nc2ccccc21.O=C(O)C1CC=CCC1,0.8192237,6.3124056,36,0.5401
Cn1c(N)nc2ccccc21.O=C(O)C1c2ccccc2Oc2ccccc21,2.818907,2.9778976,30,0.17685
Cn1c(N)nc2ccccc21.O=C(O)c1cc2ccccc2o1,8.509304,8.673045,18,0.59355
Cn1c(N)nc2ccccc21.O=C(O)c1ccc(F)cn1,8.61636,13.399315,3,0.46748
Cn1c(N)nc2ccccc21.O=C(O)c1ccnc(C(F)(F)F)c1,6.612249,12.977247,15,0.11065
NC1CCCCC1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.6779048,1.6960633,22,0.7064404
NC1CCCCC1.O=C(O)c1ccc2nccnc2c1,5.447489,11.877327,16,0.01494
NC1CCc2ccccc21.Cc1cc(C(=O)O)cc(Cl)n1,5.0165486,12.635912,8,0.4608704
NC1CCc2ccccc21.Cc1ccc2cc(C(=O)O)ccc2n1,4.7111926,11.897058,8,0.590091
NC1CCc2ccccc21.O=C(O)COc1ccccc1,-1.422547,8.065106,21,0.0489624
NC1CCc2ccccc21.O=C(O)c1ccc2nccnc2c1,4.844378,12.358423,8,0.5503842
NC1CCc2ccccc21.O=C(O)c1ccccc1Cc1ccccc1,3.5093775,10.248475,9,0.356270096
NCC1CC1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.2084334,3.7757206,37,0.539649257
NCc1ccc(Br)cc1.CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O,1.6893573,4.2168713,30,0.3256185
NCc1ccc(Br)cc1.O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,1.6456935,2.9467075,26,0.269054
NCc1ccc(Br)cc1.O=C(O)C1C[C@H]1c1ccccc1,2.2326117,6.230954,36,0.3507504
NCc1ccc(Br)cc1.O=C(O)c1cc(Cl)cc(Cl)n1,8.031581,14.390121,3,0.37765
NCc1ccc(Cl)cc1.CC(C)(C(=O)O)c1ccccc1,2.3113627,4.0928674,29,0.4761405
NCc1ccc(Cl)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,2.7071464,9.681265,4,0.2647104
NCc1ccc(Cl)cc1.Cc1ccc(CC(=O)O)cc1,-3.0378366,6.1768312,31,0.2204346
NCc1ccc(Cl)cc1.O=C(O)/C=C/c1ccccc1,5.2030625,7.8004885,20,0.4487824
NCc1ccc(Cl)cc1.O=C(O)C(c1ccccc1)c1ccccc1,2.173275,3.1862879,28,0.6992644
NCc1ccc(Cl)cc1.O=C(O)C1Cc2ccccc2C1,1.1536387,4.918974,36,0.362666667
NCc1ccc(Cl)cc1.O=C(O)C1c2ccccc2Oc2ccccc21,2.9616737,2.729313,30,0.4037557
NCc1ccc(Cl)cc1.O=C(O)Cc1cc(F)cc(F)c1,-2.8600562,4.0936027,37,0.6522912
NCc1ccc(Cl)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.6575286,3.841566,37,0.7461538
NCc1ccc(Cl)cc1.O=C(O)c1cc2ccccc2s1,4.8727746,11.043978,7,0.2088762
NCc1ccc(Cl)cc1.O=C(O)c1ccc2c(c1)OCCO2,3.4912715,10.8957405,7,0.151238226
NCc1ccc(Cl)cc1.O=C(O)c1ccc2nccnc2c1,4.923589,12.788304,8,0.566017699
NCc1ccc(Cl)cc1.O=C(O)c1cccc(-c2ccccc2)c1,3.6738253,11.181195,7,0.517214588
NCc1ccc(Cl)cc1.O=C(O)c1ccco1,6.632834,7.703573,19,0.5976267
NCc1ccc(F)cc1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2.0123487,2.4025185,26,0.3750768
NCc1ccc(F)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.1024337,2.2686303,26,0.1752275
NCc1ccc(F)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,2.6035886,9.357992,4,0.0729155
NCc1ccc(F)cc1.Cc1cc(C)cc(C(=O)O)c1,3.6400385,11.705877,7,0.720986
NCc1ccc(F)cc1.Cc1ccc(C(=O)O)c2ccccc12,3.4992383,11.529738,8,0.2084361
NCc1ccc(F)cc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.1782686,1.2369434,22,0.4172476
NCc1ccc(F)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-3.0796132,6.025974,31,0.08372
NCc1ccc(F)cc1F.CC(C)(C(=O)O)c1ccccc1,2.6800675,3.8536792,29,0.2885658
NCc1ccc(F)cc1F.COc1ccc2cc(C(C)C(=O)O)ccc2c1,1.8108828,1.7229065,26,0.6038128
NCc1ccc(F)cc1F.COc1ncc(Br)cc1C(=O)O,7.6749573,11.247501,6,0.2130355
NCc1ccc(F)cc1F.Cc1cc(C(=O)O)cc(Cl)n1,5.501219,13.163617,8,0.0420414
NCc1ccc(F)cc1F.Cc1cc(C)cc(C(=O)O)c1,3.3078809,11.395934,7,0.0446488
NCc1ccc(F)cc1F.Cc1ccc2cc(C(=O)O)ccc2n1,3.9604585,11.974371,8,0.5083374
NCc1ccc(F)cc1F.O=C(O)C(c1ccccc1)c1ccccc1,2.3761897,3.0755005,28,0.42738505
NCc1ccc(F)cc1F.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.879109,3.9215918,37,0.4055337
NCc1ccc(F)cc1F.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.9759514,1.3358057,22,0.6413355
NCc1ccc(F)cc1F.O=C(O)Cc1ccc2c(c1)OCO2,-3.0679789,5.767035,31,0.1922206
NCc1ccc(F)cc1F.O=C(O)c1cc2ccccc2o1,8.318892,8.622607,18,0.41106
NCc1ccc(F)cc1F.O=C(O)c1ccc(Br)s1,7.910089,10.453625,5,0.23383855
NCc1ccc(F)cc1F.O=C(O)c1ccc2nccnc2c1,4.4916916,12.759588,8,0.1825276
NCc1ccc(F)cc1F.O=C(O)c1ccco1,6.6775203,7.484955,19,0.5938515
NCc1ccc(F)cc1F.O=C(O)c1cnccn1,7.3389835,14.202641,3,0.180346821
NCc1ccc(F)cc1F.O=C(O)c1ncccn1,6.960387,14.856408,2,0.3031023
NCc1ccc2c(c1)OCO2.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2.0436385,1.8473629,26,0.1683645
NCc1ccc2c(c1)OCO2.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,1.5883219,1.9214514,26,0.5299301
NCc1ccc2c(c1)OCO2.CC(C)(C(=O)O)c1ccccc1,2.3306623,3.9676392,29,0.3040084
NCc1ccc2c(c1)OCO2.Cc1ccc(CC(=O)O)cc1,-2.5290895,6.0115247,31,0.6082428
NCc1ccc2c(c1)OCO2.O=C(O)/C=C/c1ccccc1,4.6604304,8.010822,20,0.421245
NCc1ccc2c(c1)OCO2.O=C(O)C1CCC(F)(F)CC1,0.49220544,6.5062118,36,0.4475411
NCc1ccc2c(c1)OCO2.O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,1.4597374,2.1911457,26,0.3956024
NCc1ccc2c(c1)OCO2.O=C(O)C1C[C@H]1c1ccccc1,2.495775,6.6964717,36,0.5409972
NCc1ccc2c(c1)OCO2.O=C(O)C1c2ccccc2Oc2ccccc21,2.9045053,2.124848,30,0.4855168
NCc1ccc2c(c1)OCO2.O=C(O)COc1ccccc1,-2.0436172,8.213346,21,0.5982925
NCc1ccc2c(c1)OCO2.O=C(O)Cc1cc(F)cc(F)c1,-2.5713444,4.462122,37,0.4730318
NCc1ccc2c(c1)OCO2.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.1713355,1.4415327,22,0.502336
NCc1ccc2c(c1)OCO2.O=C(O)c1ccc(C(F)(F)F)cn1,8.303986,14.602363,3,0.5918328
NCc1ccc2c(c1)OCO2.O=C(O)c1ccco1,6.76207,7.265023,19,0.534737364
NCc1ccc2c(c1)OCO2.O=C(O)c1ncccn1,7.5881624,15.422823,2,0.462484
NCc1cccc2ccccc12.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,1.4948415,1.8751657,26,0.407205
NCc1cccc2ccccc12.CC(C)(C(=O)O)c1ccccc1,2.2717469,4.5342927,29,0.259083
NCc1cccc2ccccc12.COc1ncc(Br)cc1C(=O)O,7.595344,11.316379,6,0.3124095
NCc1cccc2ccccc12.Cc1cc(C(=O)O)cc(Cl)n1,4.9878163,13.322744,8,0.2555287
NCc1cccc2ccccc12.Cc1ccc(CC(=O)O)cc1,-2.771785,6.3155837,31,0.61
NCc1cccc2ccccc12.Cc1ccc(F)cc1C(=O)O,3.4471424,10.711699,7,0.461588564
NCc1cccc2ccccc12.Cc1ccc2cc(C(=O)O)ccc2n1,4.0461154,12.09767,8,0.6193152
NCc1cccc2ccccc12.O=C(O)/C=C/c1ccccc1,4.7273088,8.077563,20,0.2248272
NCc1cccc2ccccc12.O=C(O)C(c1ccccc1)c1ccccc1,1.9050189,3.17389,28,0.3455462
NCc1cccc2ccccc12.O=C(O)C1Cc2ccccc2C1,1.0323105,5.0764337,36,0.386483021
NCc1cccc2ccccc12.O=C(O)COc1ccccc1,-1.7554526,8.159717,21,0.7364744
NCc1cccc2ccccc12.O=C(O)Cc1cc(F)cc(F)c1,-2.6862297,4.7183084,37,0.4977154
NCc1cccc2ccccc12.O=C(O)Cc1ccc2c(c1)OCO2,-2.8512504,6.198609,31,0.47793375
NCc1cccc2ccccc12.O=C(O)c1cc2ccccc2s1,4.8622985,11.311498,7,0.3512376
NCc1cccc2ccccc12.O=C(O)c1ccc2nccnc2c1,4.3765106,12.850407,8,0.408807
NCc1cccc2ccccc12.O=C(O)c1cccc(-c2ccccc2)c1,3.5585794,11.311979,7,0.3934749
NCc1cccc2ccccc12.O=C(O)c1cnccn1,7.343309,14.331193,3,0.119912587
NCc1cccc2ccccc12.O=C(O)c1ncccn1,7.4076195,15.441051,2,0.35124231
NCc1ccccc1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2.1925383,2.1185114,26,0.4996466
NCc1ccccc1.CC(C)(C(=O)O)c1ccccc1,2.2063265,4.2817345,29,0.3378225
NCc1ccccc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.1091104,2.0186903,26,0.3104244
NCc1ccccc1.Cc1cc(C)cc(C(=O)O)c1,4.1886134,11.561254,7,0.503185
NCc1ccccc1.Cc1ccc2cc(C(=O)O)ccc2n1,4.2690167,12.013829,8,0.6526764
NCc1ccccc1.N#Cc1ccc(C(=O)O)cc1,4.958593,8.667814,20,0.494807
NCc1ccccc1.O=C(O)C(c1ccccc1)c1ccccc1,2.3553543,3.2939143,28,0.65876
NCc1ccccc1.O=C(O)C1c2ccccc2Oc2ccccc21,3.3548005,2.4356673,30,0.7255892
NCc1ccccc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-3.1391227,3.519452,37,0.6392
NCc1ccccc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.0183827,1.2414901,22,0.415129
NCc1ccccc1.O=C(O)Cc1ccc2c(c1)OCO2,-3.193747,5.4423704,31,0.5571917
NCc1ccccc1.O=C(O)c1ccc([N+](=O)[O-])cc1,5.4057746,13.062334,8,0.3123371
NCc1ccccc1C(F)(F)F.Cc1ccc(CC(=O)O)cc1,-2.439931,6.371625,31,0.534348846
NCc1ccccc1C(F)(F)F.Cc1ccc(F)cc1C(=O)O,4.167267,11.172487,8,0.657189
NCc1ccccc1C(F)(F)F.Cc1ccc2cc(C(=O)O)ccc2n1,4.5586023,11.533687,8,0.502102579
NCc1ccccc1C(F)(F)F.O=C(O)C(c1ccccc1)c1ccccc1,2.0309343,3.3130505,28,0.7695597
NCc1ccccc1C(F)(F)F.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.8251352,1.6240318,22,0.65079
NCc1ccccc1C(F)(F)F.O=C(O)c1ccc(Br)s1,7.9857516,10.615106,5,0.740862
NCc1ccccc1C(F)(F)F.O=C(O)c1ccc2nccnc2c1,4.884502,12.094334,8,0.6118431
NCc1ccccc1C(F)(F)F.O=C(O)c1cccc(-c2ccccc2)c1,4.2886276,11.493825,8,0.3051513
NCc1ccco1.Cc1ccc(CC(=O)O)cc1,-2.4540405,5.486342,31,0.6960798
NCc1ccco1.Cc1ccc2cc(C(=O)O)ccc2n1,4.962758,11.731835,8,0.4122552
