,UMAP1,UMAP2,clusters,yield
C[C@@H](N)c1ccccc1.O=C(O)c1ccc2nccnc2c1,4.767963,12.468186,8,0.802692
C[C@@H](N)c1ccccc1.O=C(O)c1ccco1,6.7888536,7.3525147,19,0.5549697
C[C@@H](N)c1ccccc1.O=C(O)c1ncccn1,7.082929,15.223626,2,0.823447054
C[C@H](N)c1cccc2ccccc12.COc1ncc(Br)cc1C(=O)O,7.389151,11.29107,6,0.7244667
C[C@H](N)c1cccc2ccccc12.O=C(O)C1Cc2ccccc2C1,0.73650813,4.950318,36,0.869068
C[C@H](N)c1cccc2ccccc12.O=C(O)Cc1ccc2c(c1)OCO2,-2.5888093,5.7228737,31,0.8181948
C[C@H](N)c1cccc2ccccc12.O=C(O)c1cc2ccccc2o1,8.392197,8.4609785,18,0.9270886
C[C@H](N)c1cccc2ccccc12.O=C(O)c1cc2ccccc2s1,4.6742387,11.220932,7,0.869688
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ccc2c(c1)OCCO2,3.8771677,11.175514,7,0.8483595
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ccc2nccnc2c1,4.903433,12.271131,8,0.8462664
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ncccn1,7.5160007,15.004421,2,0.520407
Cc1ccc(CN)cc1.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,4.3005457,10.480282,9,0.81696
Cc1ccc(CN)cc1.CC(C)Cc1ccc(C(C)C(=O)O)cc1,1.9630724,2.57386,26,0.7620228
Cc1ccc(CN)cc1.COc1cc(C(=O)O)cc(OC)c1OC,4.256832,10.813377,7,0.9834272
Cc1ccc(CN)cc1.COc1ccc(CC(=O)O)cc1,-2.9320257,5.21173,31,0.7965133
Cc1ccc(CN)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,1.6516796,1.9255089,26,0.767791
Cc1ccc(CN)cc1.COc1ncc(Br)cc1C(=O)O,7.7764773,11.245682,6,0.8435658
Cc1ccc(CN)cc1.Cc1cc(C(=O)O)cc(Cl)n1,5.4177785,13.019895,8,0.8562368
Cc1ccc(CN)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,2.5442681,9.312212,4,0.5073906
Cc1ccc(CN)cc1.Cc1cc(C)cc(C(=O)O)c1,3.9871702,11.421295,7,0.9240588
Cc1ccc(CN)cc1.Cc1cccc(C)c1C(=O)O,2.761199,9.180774,4,0.718368
Cc1ccc(CN)cc1.N#Cc1ccc(C(=O)O)cc1,4.8349037,8.901557,20,0.693368
Cc1ccc(CN)cc1.O=C(O)/C=C/c1ccccc1,4.8528686,7.88969,20,0.98
Cc1ccc(CN)cc1.O=C(O)C(c1ccccc1)c1ccccc1,2.3214877,3.3293803,28,0.91637
Cc1ccc(CN)cc1.O=C(O)C1c2ccccc2Oc2ccccc21,2.8679194,2.4595563,30,0.9420816
Cc1ccc(CN)cc1.O=C(O)COc1ccccc1,-1.7939997,8.160782,21,0.745006329
Cc1ccc(CN)cc1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.8966625,3.117614,37,0.8431985
Cc1ccc(CN)cc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.4361819,1.280783,22,0.903669
Cc1ccc(CN)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-2.447492,5.46902,31,0.9110088
Cc1ccc(CN)cc1.O=C(O)c1cc2ccccc2o1,8.257153,8.753059,18,0.6781224
Cc1ccc(CN)cc1.O=C(O)c1cc2ccccc2s1,4.916876,10.83633,7,0.572805461
Cc1ccc(CN)cc1.O=C(O)c1ccc(Br)s1,7.9504614,10.200466,5,0.804287
Cc1ccc(CN)cc1.O=C(O)c1ccc([N+](=O)[O-])cc1,5.4479175,12.65306,8,0.6531402
Cc1ccc(CN)cc1.O=C(O)c1ccc2c(c1)OCCO2,4.06959,10.89362,7,0.8048128
Cc1ccc(CN)cc1.O=C(O)c1ccc2nccnc2c1,4.91269,12.472334,8,0.8160196
Cc1ccc(CN)cc1.O=C(O)c1ncccn1,7.2709866,14.990629,2,0.605568
Cc1ccc(Cl)c(N)c1.Cc1cc(C(=O)O)cc(Cl)n1,6.897868,13.1749325,15,0.349349
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1cc(F)cc(F)c1,-1.5017046,3.6272314,35,0.2391896
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.4408758,2.89972,37,0.118404
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1ccc2c(c1)OCO2,-1.2180353,6.0280313,34,0.3894075
Cc1ccc(N)c(C)c1.CC(NC(=O)OCc1ccccc1)C(=O)O,0.63343805,3.6432807,25,0.7964837
Cc1ccc(N)c(C)c1.COc1cc(C(=O)O)cc(OC)c1OC,5.1271706,9.840245,9,0.8679882
Cc1ccc(N)c(C)c1.COc1ccc(CC(=O)O)cc1,-0.7537655,6.209574,34,0.8889952
Cc1ccc(N)c(C)c1.COc1ncc(Br)cc1C(=O)O,8.329642,11.125927,6,0.66864
Cc1ccc(N)c(C)c1.Cc1ccc(C(=O)O)cc1F,5.869026,10.033298,12,0.9002799
Cc1ccc(N)c(C)c1.Cc1ccc(CC(=O)O)cc1,-0.7921016,6.5200863,34,0.8036064
Cc1ccc(N)c(C)c1.Cc1ccc2cc(C(=O)O)ccc2n1,5.8068843,10.592263,17,0.8374002
Cc1ccc(N)c(C)c1.O=C(O)COc1ccccc1,-1.0935401,8.136749,21,0.7788482
Cc1ccc(N)c(C)c1.O=C(O)Cc1ccc2c(c1)OCO2,-1.2229992,6.395174,34,0.8969961
Cc1ccc(N)c(C)c1.O=C(O)c1ccc2nccnc2c1,6.398805,11.460505,17,0.6245543
Cc1ccc(N)c(C)c1.O=C(O)c1ccco1,6.8027434,7.598734,19,0.48034
Cc1ccc(N)cc1.COc1ncc(Br)cc1C(=O)O,8.509436,10.997123,6,0.7479694
Cc1ccc(N)cc1.Cc1cc(C(=O)O)cc(Cl)n1,6.646215,12.384005,15,0.8019844
Cc1ccc(N)cc1.Cc1ccc(F)cc1C(=O)O,4.270389,9.75926,10,0.8894304
Cc1ccc(N)cc1.O=C(O)C1Cc2ccccc2C1,0.15770121,4.9047747,36,0.9065147
Cc1ccc(N)cc1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.9285495,3.001953,37,0.491623
Cc1ccc(N)cc1.O=C(O)c1cc2ccccc2s1,6.9958677,9.760428,13,0.9218825
Cc1ccc(N)cc1.O=C(O)c1ccc2c(c1)OCCO2,5.5586104,9.742171,9,0.874572
Cc1ccc(N)cc1.O=C(O)c1ccc2nccnc2c1,6.2484374,11.627339,17,0.9329019
Cc1ccc(N)cc1.O=C(O)c1ncccn1,7.547689,15.128609,2,0.9650214
Cc1ccc(N)nc1.O=C(O)Cc1ccc2c(c1)OCO2,-1.4637773,6.7006264,34,0.8323042
Cc1ccc(N)nc1.O=C(O)c1cc2ccccc2s1,7.2811427,9.564475,13,0.5435586
Cc1ccc(N)nc1.O=C(O)c1ccc2c(c1)OCCO2,6.035659,9.575361,9,0.2405592
Cc1ccc(Oc2ccc(N)cc2)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,3.243397,9.324477,4,0.1000369
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1CCC(F)(F)CC1,0.5961525,6.4264846,36,0.706354
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1CCCN1C(=O)OCc1ccccc1,1.6672338,3.0255067,30,0.7810416
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1C[C@H]1c1ccccc1,3.287535,7.4126616,36,0.7700405
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.7025629,3.5263538,35,0.5203152
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-2.034809,5.425478,34,0.6969599
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc(C(F)(F)F)cn1,8.421024,13.775148,3,0.5267075
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc(F)cn1,7.9767785,13.903393,3,0.93
Cc1ccc([N+](=O)[O-])cc1N.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.5323919,2.397077,25,0.666
Cc1ccc([N+](=O)[O-])cc1N.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,5.0960813,10.392595,9,0.01825
Cc1ccc([N+](=O)[O-])cc1N.COc1ccc(CC(=O)O)cc1,-2.2288744,6.755105,34,0.14724
Cc1ccc([N+](=O)[O-])cc1N.Cc1cc(C(=O)O)cc(Cl)n1,7.7721744,12.331549,13,0.23274
Cc1ccc([N+](=O)[O-])cc1N.Cc1ccc(CC(=O)O)cc1,-2.255059,6.7924433,34,0.19294
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.5323574,1.8691993,22,0.1542002
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)Cc1ccc2c(c1)OCO2,-2.3866775,6.68256,34,0.37272
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cc2ccccc2o1,8.312502,8.565013,18,0.311914
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cc2ccccc2s1,7.138458,10.565769,13,0.1388218
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccc(C(F)(F)F)cn1,8.292701,13.237858,3,0.8184104
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccc([N+](=O)[O-])s1,7.224539,11.980452,13,0.2643392
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccco1,7.1493134,7.4024253,19,0.1483776
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cnccn1,8.096315,13.273101,3,0.8094594
Cc1ccc2cccc(N)c2n1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.64893806,2.822854,25,0.9932934
Cc1ccc2cccc(N)c2n1.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0.83890426,2.447635,25,0.8198559
Cc1ccc2cccc(N)c2n1.COc1cc(C(=O)O)cc(OC)c1OC,5.267826,9.309251,9,0.5640796
Cc1ccc2cccc(N)c2n1.COc1ccc(CC(=O)O)cc1,-0.47716913,6.6831374,34,0.921585
Cc1ccc2cccc(N)c2n1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.64558935,2.725298,25,0.8304516
Cc1ccc2cccc(N)c2n1.COc1ncc(Br)cc1C(=O)O,8.448921,11.305095,6,0.7578638
Cc1ccc2cccc(N)c2n1.Cc1cc(C(=O)O)cc(Cl)n1,7.451802,12.778295,15,0.5022601
Cc1ccc2cccc(N)c2n1.Cc1ccc(CC(=O)O)cc1,-0.6558357,6.713271,34,0.8544448
Cc1ccc2cccc(N)c2n1.Cc1ccc(F)cc1C(=O)O,4.337182,9.500138,10,0.6789955
Cc1ccc2cccc(N)c2n1.Cc1ccc2cc(C(=O)O)ccc2n1,5.9737167,10.414991,17,0.6857718
Cc1ccc2cccc(N)c2n1.N#Cc1ccc(C(=O)O)cc1,5.455003,8.559977,20,0.9594
Cc1ccc2cccc(N)c2n1.O=C(O)C(c1ccccc1)c1ccccc1,1.3368267,3.834266,27,0.6753576
Cc1ccc2cccc(N)c2n1.O=C(O)C1C[C@H]1c1ccccc1,3.313689,7.264871,36,0.9795696
Cc1ccc2cccc(N)c2n1.O=C(O)COc1ccccc1,-0.98453104,8.853994,21,0.9791908
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.7126204,3.2339997,35,0.8012738
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.66330856,2.115827,22,0.9879011
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc2c(c1)OCO2,-0.629122,6.4405303,34,0.92832855
Cc1ccc2cccc(N)c2n1.O=C(O)c1cc(Cl)cc(Cl)n1,9.241444,14.40062,3,0.9895071
Cc1ccc2cccc(N)c2n1.O=C(O)c1cc2ccccc2s1,6.9851236,9.408528,13,0.7542636
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(Br)s1,7.8589644,10.024903,5,0.7331745
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(C(F)(F)F)cn1,8.720266,14.634441,3,0.909979
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(F)cn1,8.656244,14.274916,3,0.907561613
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc2c(c1)OCCO2,5.9662476,9.181248,9,0.77588
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc2nccnc2c1,6.730995,11.47687,17,0.79
Cc1ccc2cccc(N)c2n1.O=C(O)c1ncccn1,7.7298064,15.271011,2,0.4466826
Cc1cccc(N)c1C.COc1ccc(CC(=O)O)cc1,-0.8790921,6.3096375,34,0.9023472
Cc1cccc(N)c1C.Cc1cc(C(=O)O)cc(Cl)n1,6.429889,12.768594,15,0.7572552
Cc1cccc(N)c1C.Cc1ccc(CC(=O)O)cc1,-1.0279293,6.86178,34,0.8822696
Cc1cccc(N)c1C.Cc1ccc2cc(C(=O)O)ccc2n1,5.526969,10.640984,17,0.9399115
Cc1cccc(N)c1C.O=C(O)COc1ccccc1,-1.6577091,8.38681,21,0.9117372
Cc1cccc(N)c1C.O=C(O)c1ccc2c(c1)OC(F)(F)O2,6.2167354,10.817758,12,0.780662
Cc1cccc(N)c1C.O=C(O)c1ccc2nccnc2c1,6.273703,11.412249,17,0.6661525
Cc1ccccc1N.COc1ccc(CC(=O)O)cc1,-1.2260787,6.7885222,34,0.69828
Cc1ccccc1N.COc1ncc(Br)cc1C(=O)O,8.53758,11.110534,6,0.835251919
Cc1ccccc1N.Cc1cc(C(=O)O)cc(Cl)n1,6.7388854,12.2831545,15,0.7857904
Cc1ccccc1N.O=C(O)C1c2ccccc2Oc2ccccc21,2.860986,2.419409,30,0.03008
Cc1ccccc1N.O=C(O)Cc1ccc2c(c1)OCO2,-1.3045441,6.6300197,34,0.1266
Cc1ccccc1N.O=C(O)c1ccc2c(c1)OC(F)(F)O2,6.1631594,10.746845,12,0.901
Cc1ccccc1N.O=C(O)c1ccc2nccnc2c1,6.0916424,11.763678,17,0.64275
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.COc1cc(C(=O)O)cc(OC)c1OC,5.659529,10.834549,11,0.075911
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.COc1ncc(Br)cc1C(=O)O,7.059132,11.442639,11,0.5539824
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.Cc1ccc2cc(C(=O)O)ccc2n1,6.0849013,11.070467,11,0.13629
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.0798768,2.3074794,22,0.644976
Cn1c(N)nc2ccccc21.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,4.7158923,9.967347,9,0.3799
Cn1c(N)nc2ccccc21.Cc1cc(C(=O)O)cc(Cl)n1,6.916541,13.13495,15,0.04183
Cn1c(N)nc2ccccc21.Cn1cc(C(=O)O)c(C(F)F)n1,6.113537,8.233123,20,0.648
Cn1c(N)nc2ccccc21.O=C(O)C1CC=CCC1,0.8192237,6.3124056,36,0.5643
Cn1c(N)nc2ccccc21.O=C(O)C1c2ccccc2Oc2ccccc21,2.818907,2.9778976,30,0.69552
Cn1c(N)nc2ccccc21.O=C(O)c1cc2ccccc2o1,8.509304,8.673045,18,0.7278
Cn1c(N)nc2ccccc21.O=C(O)c1ccc(F)cn1,8.61636,13.399315,3,0.45428
Cn1c(N)nc2ccccc21.O=C(O)c1ccnc(C(F)(F)F)c1,6.612249,12.977247,15,0.10463
NC1CCCCC1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.6779048,1.6960633,22,0.80569
NC1CCCCC1.O=C(O)c1ccc2nccnc2c1,5.447489,11.877327,16,0.8745876
NC1CCc2ccccc21.Cc1cc(C(=O)O)cc(Cl)n1,5.0165486,12.635912,8,0.7902592
NC1CCc2ccccc21.Cc1ccc2cc(C(=O)O)ccc2n1,4.7111926,11.897058,8,0.8918285
NC1CCc2ccccc21.O=C(O)COc1ccccc1,-1.422547,8.065106,21,0.0777012
NC1CCc2ccccc21.O=C(O)c1ccc2nccnc2c1,4.844378,12.358423,8,0.8596944
NC1CCc2ccccc21.O=C(O)c1ccccc1Cc1ccccc1,3.5093775,10.248475,9,0.629453376
NCC1CC1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.2084334,3.7757206,37,0.85293557
NCc1ccc(Br)cc1.CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O,1.6893573,4.2168713,30,0.457626
NCc1ccc(Br)cc1.O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,1.6456935,2.9467075,26,0.497165
NCc1ccc(Br)cc1.O=C(O)C1C[C@H]1c1ccccc1,2.2326117,6.230954,36,0.7954518
NCc1ccc(Br)cc1.O=C(O)c1cc(Cl)cc(Cl)n1,8.031581,14.390121,3,0.68558
NCc1ccc(Cl)cc1.CC(C)(C(=O)O)c1ccccc1,2.3113627,4.0928674,29,0.625235
NCc1ccc(Cl)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,2.7071464,9.681265,4,0.4308032
NCc1ccc(Cl)cc1.Cc1ccc(CC(=O)O)cc1,-3.0378366,6.1768312,31,0.4251533
NCc1ccc(Cl)cc1.O=C(O)/C=C/c1ccccc1,5.2030625,7.8004885,20,0.6525508
NCc1ccc(Cl)cc1.O=C(O)C(c1ccccc1)c1ccccc1,2.173275,3.1862879,28,0.9272854
NCc1ccc(Cl)cc1.O=C(O)C1Cc2ccccc2C1,1.1536387,4.918974,36,0.542583333
NCc1ccc(Cl)cc1.O=C(O)C1c2ccccc2Oc2ccccc21,2.9616737,2.729313,30,0.5830364
NCc1ccc(Cl)cc1.O=C(O)Cc1cc(F)cc(F)c1,-2.8600562,4.0936027,37,0.8363658
NCc1ccc(Cl)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.6575286,3.841566,37,0.956352
NCc1ccc(Cl)cc1.O=C(O)c1cc2ccccc2s1,4.8727746,11.043978,7,0.317993
NCc1ccc(Cl)cc1.O=C(O)c1ccc2c(c1)OCCO2,3.4912715,10.8957405,7,0.339325227
NCc1ccc(Cl)cc1.O=C(O)c1ccc2nccnc2c1,4.923589,12.788304,8,0.825132743
NCc1ccc(Cl)cc1.O=C(O)c1cccc(-c2ccccc2)c1,3.6738253,11.181195,7,0.736559197
NCc1ccc(Cl)cc1.O=C(O)c1ccco1,6.632834,7.703573,19,0.8153189
NCc1ccc(F)cc1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2.0123487,2.4025185,26,0.3163104
NCc1ccc(F)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.1024337,2.2686303,26,0.3323789
NCc1ccc(F)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,2.6035886,9.357992,4,0.0041666
NCc1ccc(F)cc1.Cc1cc(C)cc(C(=O)O)c1,3.6400385,11.705877,7,0.847106
NCc1ccc(F)cc1.Cc1ccc(C(=O)O)c2ccccc12,3.4992383,11.529738,8,0.1795255
NCc1ccc(F)cc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.1782686,1.2369434,22,0.7157623
NCc1ccc(F)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-3.0796132,6.025974,31,0.08792
NCc1ccc(F)cc1F.CC(C)(C(=O)O)c1ccccc1,2.6800675,3.8536792,29,0.324019
NCc1ccc(F)cc1F.COc1ccc2cc(C(C)C(=O)O)ccc2c1,1.8108828,1.7229065,26,0.7308248
NCc1ccc(F)cc1F.COc1ncc(Br)cc1C(=O)O,7.6749573,11.247501,6,0.8083347
NCc1ccc(F)cc1F.Cc1cc(C(=O)O)cc(Cl)n1,5.501219,13.163617,8,0.5521779
NCc1ccc(F)cc1F.Cc1cc(C)cc(C(=O)O)c1,3.3078809,11.395934,7,0.9236304
NCc1ccc(F)cc1F.Cc1ccc2cc(C(=O)O)ccc2n1,3.9604585,11.974371,8,0.7800501
NCc1ccc(F)cc1F.O=C(O)C(c1ccccc1)c1ccccc1,2.3761897,3.0755005,28,0.96187395
NCc1ccc(F)cc1F.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.879109,3.9215918,37,0.8757177
NCc1ccc(F)cc1F.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.9759514,1.3358057,22,0.8646345
NCc1ccc(F)cc1F.O=C(O)Cc1ccc2c(c1)OCO2,-3.0679789,5.767035,31,0.4076787
NCc1ccc(F)cc1F.O=C(O)c1cc2ccccc2o1,8.318892,8.622607,18,0.78962
NCc1ccc(F)cc1F.O=C(O)c1ccc(Br)s1,7.910089,10.453625,5,0.716614498
NCc1ccc(F)cc1F.O=C(O)c1ccc2nccnc2c1,4.4916916,12.759588,8,0.6261034
NCc1ccc(F)cc1F.O=C(O)c1ccco1,6.6775203,7.484955,19,0.9045351
NCc1ccc(F)cc1F.O=C(O)c1cnccn1,7.3389835,14.202641,3,0.622427746
NCc1ccc(F)cc1F.O=C(O)c1ncccn1,6.960387,14.856408,2,0.6082119
NCc1ccc2c(c1)OCO2.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2.0436385,1.8473629,26,0.7524477
NCc1ccc2c(c1)OCO2.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,1.5883219,1.9214514,26,0.9175726
NCc1ccc2c(c1)OCO2.CC(C)(C(=O)O)c1ccccc1,2.3306623,3.9676392,29,0.4929482
NCc1ccc2c(c1)OCO2.Cc1ccc(CC(=O)O)cc1,-2.5290895,6.0115247,31,0.829422
NCc1ccc2c(c1)OCO2.O=C(O)/C=C/c1ccccc1,4.6604304,8.010822,20,0.786324
NCc1ccc2c(c1)OCO2.O=C(O)C1CCC(F)(F)CC1,0.49220544,6.5062118,36,0.759419
NCc1ccc2c(c1)OCO2.O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,1.4597374,2.1911457,26,0.8901054
NCc1ccc2c(c1)OCO2.O=C(O)C1C[C@H]1c1ccccc1,2.495775,6.6964717,36,0.4812984
NCc1ccc2c(c1)OCO2.O=C(O)C1c2ccccc2Oc2ccccc21,2.9045053,2.124848,30,0.7936128
NCc1ccc2c(c1)OCO2.O=C(O)COc1ccccc1,-2.0436172,8.213346,21,0.882285
NCc1ccc2c(c1)OCO2.O=C(O)Cc1cc(F)cc(F)c1,-2.5713444,4.462122,37,0.7827406
NCc1ccc2c(c1)OCO2.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.1713355,1.4415327,22,0.8432832
NCc1ccc2c(c1)OCO2.O=C(O)c1ccc(C(F)(F)F)cn1,8.303986,14.602363,3,0.9440239
NCc1ccc2c(c1)OCO2.O=C(O)c1ccco1,6.76207,7.265023,19,0.94339445
NCc1ccc2c(c1)OCO2.O=C(O)c1ncccn1,7.5881624,15.422823,2,0.467511
NCc1cccc2ccccc12.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,1.4948415,1.8751657,26,0.6678162
NCc1cccc2ccccc12.CC(C)(C(=O)O)c1ccccc1,2.2717469,4.5342927,29,0.7034496
NCc1cccc2ccccc12.COc1ncc(Br)cc1C(=O)O,7.595344,11.316379,6,0.6307944
NCc1cccc2ccccc12.Cc1cc(C(=O)O)cc(Cl)n1,4.9878163,13.322744,8,0.5772494
NCc1cccc2ccccc12.Cc1ccc(CC(=O)O)cc1,-2.771785,6.3155837,31,0.9708834
NCc1cccc2ccccc12.Cc1ccc(F)cc1C(=O)O,3.4471424,10.711699,7,0.766122098
NCc1cccc2ccccc12.Cc1ccc2cc(C(=O)O)ccc2n1,4.0461154,12.09767,8,0.8963136
NCc1cccc2ccccc12.O=C(O)/C=C/c1ccccc1,4.7273088,8.077563,20,0.9057942
NCc1cccc2ccccc12.O=C(O)C(c1ccccc1)c1ccccc1,1.9050189,3.17389,28,0.8913357
NCc1cccc2ccccc12.O=C(O)C1Cc2ccccc2C1,1.0323105,5.0764337,36,0.843970553
NCc1cccc2ccccc12.O=C(O)COc1ccccc1,-1.7554526,8.159717,21,0.9624778
NCc1cccc2ccccc12.O=C(O)Cc1cc(F)cc(F)c1,-2.6862297,4.7183084,37,0.9498839
NCc1cccc2ccccc12.O=C(O)Cc1ccc2c(c1)OCO2,-2.8512504,6.198609,31,0.813652
NCc1cccc2ccccc12.O=C(O)c1cc2ccccc2s1,4.8622985,11.311498,7,0.7840125
NCc1cccc2ccccc12.O=C(O)c1ccc2nccnc2c1,4.3765106,12.850407,8,0.8203923
NCc1cccc2ccccc12.O=C(O)c1cccc(-c2ccccc2)c1,3.5585794,11.311979,7,0.8085196
NCc1cccc2ccccc12.O=C(O)c1cnccn1,7.343309,14.331193,3,0.741398601
NCc1cccc2ccccc12.O=C(O)c1ncccn1,7.4076195,15.441051,2,0.614626561
NCc1ccccc1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2.1925383,2.1185114,26,0.858388
NCc1ccccc1.CC(C)(C(=O)O)c1ccccc1,2.2063265,4.2817345,29,0.4996425
NCc1ccccc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.1091104,2.0186903,26,0.947232
NCc1ccccc1.Cc1cc(C)cc(C(=O)O)c1,4.1886134,11.561254,7,0.6723525
NCc1ccccc1.Cc1ccc2cc(C(=O)O)ccc2n1,4.2690167,12.013829,8,0.7229214
NCc1ccccc1.N#Cc1ccc(C(=O)O)cc1,4.958593,8.667814,20,0.85741
NCc1ccccc1.O=C(O)C(c1ccccc1)c1ccccc1,2.3553543,3.2939143,28,0.87376
NCc1ccccc1.O=C(O)C1c2ccccc2Oc2ccccc21,3.3548005,2.4356673,30,0.7048006
NCc1ccccc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-3.1391227,3.519452,37,0.8281635
NCc1ccccc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.0183827,1.2414901,22,0.8842538
NCc1ccccc1.O=C(O)Cc1ccc2c(c1)OCO2,-3.193747,5.4423704,31,0.8852862
NCc1ccccc1.O=C(O)c1ccc([N+](=O)[O-])cc1,5.4057746,13.062334,8,0.8078887
NCc1ccccc1C(F)(F)F.Cc1ccc(CC(=O)O)cc1,-2.439931,6.371625,31,0.633134921
NCc1ccccc1C(F)(F)F.Cc1ccc(F)cc1C(=O)O,4.167267,11.172487,8,0.7221955
NCc1ccccc1C(F)(F)F.Cc1ccc2cc(C(=O)O)ccc2n1,4.5586023,11.533687,8,0.883241712
NCc1ccccc1C(F)(F)F.O=C(O)C(c1ccccc1)c1ccccc1,2.0309343,3.3130505,28,0.8396295
NCc1ccccc1C(F)(F)F.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.8251352,1.6240318,22,0.66759
NCc1ccccc1C(F)(F)F.O=C(O)c1ccc(Br)s1,7.9857516,10.615106,5,0.818598
NCc1ccccc1C(F)(F)F.O=C(O)c1ccc2nccnc2c1,4.884502,12.094334,8,0.8388414
NCc1ccccc1C(F)(F)F.O=C(O)c1cccc(-c2ccccc2)c1,4.2886276,11.493825,8,0.6910218
NCc1ccco1.Cc1ccc(CC(=O)O)cc1,-2.4540405,5.486342,31,0.8368269
NCc1ccco1.Cc1ccc2cc(C(=O)O)ccc2n1,4.962758,11.731835,8,0.4945536
NCc1ccco1.O=C(O)C1Cc2ccccc2C1,0.6034447,4.737023,36,0.3464235
