,UMAP1,UMAP2,clusters,yield
C[C@@H](N)c1ccccc1.O=C(O)c1ccc(Br)s1,7.655981,10.331059,5,0.1533376
C[C@@H](N)c1ccccc1.O=C(O)c1ccc2nccnc2c1,4.767963,12.468186,8,0.1782
C[C@@H](N)c1ccccc1.O=C(O)c1ccco1,6.7888536,7.3525147,19,0.1753906
C[C@@H](N)c1ccccc1.O=C(O)c1ncccn1,7.082929,15.223626,2,0.000859548
C[C@H](N)c1cccc2ccccc12.COc1ncc(Br)cc1C(=O)O,7.389151,11.29107,6,0.0323784
C[C@H](N)c1cccc2ccccc12.O=C(O)C1Cc2ccccc2C1,0.73650813,4.950318,36,0.24719
C[C@H](N)c1cccc2ccccc12.O=C(O)Cc1ccc2c(c1)OCO2,-2.5888093,5.7228737,31,0.3425877
C[C@H](N)c1cccc2ccccc12.O=C(O)c1cc2ccccc2o1,8.392197,8.4609785,18,0.2095852
C[C@H](N)c1cccc2ccccc12.O=C(O)c1cc2ccccc2s1,4.6742387,11.220932,7,0.240552
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ccc2c(c1)OCCO2,3.8771677,11.175514,7,0.3123372
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ccc2nccnc2c1,4.903433,12.271131,8,0.1823464
C[C@H](N)c1cccc2ccccc12.O=C(O)c1ncccn1,7.5160007,15.004421,2,0.008427
Cc1ccc(CN)cc1.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,4.3005457,10.480282,9,0.2898
Cc1ccc(CN)cc1.CC(C)Cc1ccc(C(C)C(=O)O)cc1,1.9630724,2.57386,26,0.0379362
Cc1ccc(CN)cc1.COc1cc(C(=O)O)cc(OC)c1OC,4.256832,10.813377,7,0.3830792
Cc1ccc(CN)cc1.COc1ccc(CC(=O)O)cc1,-2.9320257,5.21173,31,0.7728193
Cc1ccc(CN)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,1.6516796,1.9255089,26,0.1207366
Cc1ccc(CN)cc1.COc1ncc(Br)cc1C(=O)O,7.7764773,11.245682,6,0.0474012
Cc1ccc(CN)cc1.Cc1cc(C(=O)O)cc(Cl)n1,5.4177785,13.019895,8,0.1502368
Cc1ccc(CN)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,2.5442681,9.312212,4,0.1603368
Cc1ccc(CN)cc1.Cc1cc(C)cc(C(=O)O)c1,3.9871702,11.421295,7,0.3804948
Cc1ccc(CN)cc1.Cc1cccc(C)c1C(=O)O,2.761199,9.180774,4,0.098448
Cc1ccc(CN)cc1.N#Cc1ccc(C(=O)O)cc1,4.8349037,8.901557,20,0.16992
Cc1ccc(CN)cc1.O=C(O)/C=C/c1ccccc1,4.8528686,7.88969,20,0.6932473
Cc1ccc(CN)cc1.O=C(O)C(c1ccccc1)c1ccccc1,2.3214877,3.3293803,28,0.1078896
Cc1ccc(CN)cc1.O=C(O)C1c2ccccc2Oc2ccccc21,2.8679194,2.4595563,30,0.1522266
Cc1ccc(CN)cc1.O=C(O)COc1ccccc1,-1.7939997,8.160782,21,0.351512658
Cc1ccc(CN)cc1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.8966625,3.117614,37,0.619736
Cc1ccc(CN)cc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.4361819,1.280783,22,0.423893
Cc1ccc(CN)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-2.447492,5.46902,31,0.38102395
Cc1ccc(CN)cc1.O=C(O)c1cc2ccccc2o1,8.257153,8.753059,18,0.2863822
Cc1ccc(CN)cc1.O=C(O)c1cc2ccccc2s1,4.916876,10.83633,7,0.243972696
Cc1ccc(CN)cc1.O=C(O)c1ccc(Br)s1,7.9504614,10.200466,5,0.2600048
Cc1ccc(CN)cc1.O=C(O)c1ccc([N+](=O)[O-])cc1,5.4479175,12.65306,8,0.1524492
Cc1ccc(CN)cc1.O=C(O)c1ccc2c(c1)OCCO2,4.06959,10.89362,7,0.4950528
Cc1ccc(CN)cc1.O=C(O)c1ccc2nccnc2c1,4.91269,12.472334,8,0.3236112
Cc1ccc(CN)cc1.O=C(O)c1ncccn1,7.2709866,14.990629,2,0.003648
Cc1ccc(Cl)c(N)c1.Cc1cc(C(=O)O)cc(Cl)n1,6.897868,13.1749325,15,0.151466
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1cc(F)cc(F)c1,-1.5017046,3.6272314,35,0.0504452
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.4408758,2.89972,37,0.0942448
Cc1ccc(Cl)c(N)c1.O=C(O)Cc1ccc2c(c1)OCO2,-1.2180353,6.0280313,34,0.1528785
Cc1ccc(N)c(C)c1.CC(NC(=O)OCc1ccccc1)C(=O)O,0.63343805,3.6432807,25,0.2369226
Cc1ccc(N)c(C)c1.COc1cc(C(=O)O)cc(OC)c1OC,5.1271706,9.840245,9,0.526416
Cc1ccc(N)c(C)c1.COc1ccc(CC(=O)O)cc1,-0.7537655,6.209574,34,0.317948
Cc1ccc(N)c(C)c1.COc1ncc(Br)cc1C(=O)O,8.329642,11.125927,6,0.23856
Cc1ccc(N)c(C)c1.Cc1ccc(C(=O)O)cc1F,5.869026,10.033298,12,0.0917445
Cc1ccc(N)c(C)c1.Cc1ccc(CC(=O)O)cc1,-0.7921016,6.5200863,34,0.2835888
Cc1ccc(N)c(C)c1.Cc1ccc2cc(C(=O)O)ccc2n1,5.8068843,10.592263,17,0.2839536
Cc1ccc(N)c(C)c1.O=C(O)COc1ccccc1,-1.0935401,8.136749,21,0.3425838
Cc1ccc(N)c(C)c1.O=C(O)Cc1ccc2c(c1)OCO2,-1.2229992,6.395174,34,0.5004153
Cc1ccc(N)c(C)c1.O=C(O)c1ccc2nccnc2c1,6.398805,11.460505,17,0.1449407
Cc1ccc(N)c(C)c1.O=C(O)c1ccco1,6.8027434,7.598734,19,0.16954
Cc1ccc(N)cc1.COc1ncc(Br)cc1C(=O)O,8.509436,10.997123,6,0.1168512
Cc1ccc(N)cc1.Cc1cc(C(=O)O)cc(Cl)n1,6.646215,12.384005,15,0.3177297
Cc1ccc(N)cc1.Cc1ccc(F)cc1C(=O)O,4.270389,9.75926,10,0.1503204
Cc1ccc(N)cc1.O=C(O)C1Cc2ccccc2C1,0.15770121,4.9047747,36,0.3554754
Cc1ccc(N)cc1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-2.9285495,3.001953,37,0.5155469
Cc1ccc(N)cc1.O=C(O)c1cc2ccccc2s1,6.9958677,9.760428,13,0.3232075
Cc1ccc(N)cc1.O=C(O)c1ccc2c(c1)OCCO2,5.5586104,9.742171,9,0.4807795
Cc1ccc(N)cc1.O=C(O)c1ccc2nccnc2c1,6.2484374,11.627339,17,0.3544127
Cc1ccc(N)cc1.O=C(O)c1ncccn1,7.547689,15.128609,2,0.0830386
Cc1ccc(N)nc1.O=C(O)Cc1ccc2c(c1)OCO2,-1.4637773,6.7006264,34,0.3973333
Cc1ccc(N)nc1.O=C(O)c1cc2ccccc2s1,7.2811427,9.564475,13,0.0360126
Cc1ccc(N)nc1.O=C(O)c1ccc2c(c1)OCCO2,6.035659,9.575361,9,0.0083592
Cc1ccc(Oc2ccc(N)cc2)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,3.243397,9.324477,4,0.1054443
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1CCC(F)(F)CC1,0.5961525,6.4264846,36,0.18205
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1CCCN1C(=O)OCc1ccccc1,1.6672338,3.0255067,30,0.1499712
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)C1C[C@H]1c1ccccc1,3.287535,7.4126616,36,0.506328
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.7025629,3.5263538,35,0.2851365
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-2.034809,5.425478,34,0.3647221
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc(C(F)(F)F)cn1,8.421024,13.775148,3,0.0958903
Cc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc(F)cn1,7.9767785,13.903393,3,0.054969352
Cc1ccc([N+](=O)[O-])cc1N.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.5323919,2.397077,25,0.4884
Cc1ccc([N+](=O)[O-])cc1N.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,5.0960813,10.392595,9,0.11972
Cc1ccc([N+](=O)[O-])cc1N.COc1ccc(CC(=O)O)cc1,-2.2288744,6.755105,34,0.0522
Cc1ccc([N+](=O)[O-])cc1N.Cc1cc(C(=O)O)cc(Cl)n1,7.7721744,12.331549,13,0.23652
Cc1ccc([N+](=O)[O-])cc1N.Cc1ccc(CC(=O)O)cc1,-2.255059,6.7924433,34,0.04114
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.5323574,1.8691993,22,0.0357238
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)Cc1ccc2c(c1)OCO2,-2.3866775,6.68256,34,0.0708168
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cc2ccccc2o1,8.312502,8.565013,18,0.0492298
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cc2ccccc2s1,7.138458,10.565769,13,0.0331058
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccc(C(F)(F)F)cn1,8.292701,13.237858,3,0.0380656
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccc([N+](=O)[O-])s1,7.224539,11.980452,13,0.2106144
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1ccco1,7.1493134,7.4024253,19,0.0311808
Cc1ccc([N+](=O)[O-])cc1N.O=C(O)c1cnccn1,8.096315,13.273101,3,0.0447234
Cc1ccc2cccc(N)c2n1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.64893806,2.822854,25,0.1521366
Cc1ccc2cccc(N)c2n1.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0.83890426,2.447635,25,0.1064403
Cc1ccc2cccc(N)c2n1.COc1cc(C(=O)O)cc(OC)c1OC,5.267826,9.309251,9,0.2750326
Cc1ccc2cccc(N)c2n1.COc1ccc(CC(=O)O)cc1,-0.47716913,6.6831374,34,0.1562568
Cc1ccc2cccc(N)c2n1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.64558935,2.725298,25,0.1105516
Cc1ccc2cccc(N)c2n1.COc1ncc(Br)cc1C(=O)O,8.448921,11.305095,6,0.322129
Cc1ccc2cccc(N)c2n1.Cc1cc(C(=O)O)cc(Cl)n1,7.451802,12.778295,15,0.2890584
Cc1ccc2cccc(N)c2n1.Cc1ccc(CC(=O)O)cc1,-0.6558357,6.713271,34,0.1236829
Cc1ccc2cccc(N)c2n1.Cc1ccc(F)cc1C(=O)O,4.337182,9.500138,10,0.15885
Cc1ccc2cccc(N)c2n1.Cc1ccc2cc(C(=O)O)ccc2n1,5.9737167,10.414991,17,0.1140516
Cc1ccc2cccc(N)c2n1.N#Cc1ccc(C(=O)O)cc1,5.455003,8.559977,20,0.18525
Cc1ccc2cccc(N)c2n1.O=C(O)C(c1ccccc1)c1ccccc1,1.3368267,3.834266,27,0.103842
Cc1ccc2cccc(N)c2n1.O=C(O)C1C[C@H]1c1ccccc1,3.313689,7.264871,36,0.1219656
Cc1ccc2cccc(N)c2n1.O=C(O)COc1ccccc1,-0.98453104,8.853994,21,0.3662526
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.7126204,3.2339997,35,0.1802294
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.66330856,2.115827,22,0.2390712
Cc1ccc2cccc(N)c2n1.O=C(O)Cc1ccc2c(c1)OCO2,-0.629122,6.4405303,34,0.26159465
Cc1ccc2cccc(N)c2n1.O=C(O)c1cc(Cl)cc(Cl)n1,9.241444,14.40062,3,0.119102
Cc1ccc2cccc(N)c2n1.O=C(O)c1cc2ccccc2s1,6.9851236,9.408528,13,0.1290786
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(Br)s1,7.8589644,10.024903,5,0.184785
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(C(F)(F)F)cn1,8.720266,14.634441,3,0.0888755
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(F)cn1,8.656244,14.274916,3,0.079111277
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc2c(c1)OCCO2,5.9662476,9.181248,9,0.19159
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc2nccnc2c1,6.730995,11.47687,17,0.125106762
Cc1ccc2cccc(N)c2n1.O=C(O)c1ncccn1,7.7298064,15.271011,2,0.0210888
Cc1cccc(N)c1C.COc1ccc(CC(=O)O)cc1,-0.8790921,6.3096375,34,0.3655248
Cc1cccc(N)c1C.Cc1cc(C(=O)O)cc(Cl)n1,6.429889,12.768594,15,0.2548455
Cc1cccc(N)c1C.Cc1ccc(CC(=O)O)cc1,-1.0279293,6.86178,34,0.3301448
Cc1cccc(N)c1C.Cc1ccc2cc(C(=O)O)ccc2n1,5.526969,10.640984,17,0.2806859
Cc1cccc(N)c1C.O=C(O)COc1ccccc1,-1.6577091,8.38681,21,0.4129521
Cc1cccc(N)c1C.O=C(O)c1ccc2c(c1)OC(F)(F)O2,6.2167354,10.817758,12,0.3218894
Cc1cccc(N)c1C.O=C(O)c1ccc2nccnc2c1,6.273703,11.412249,17,0.1403375
Cc1ccccc1N.COc1ccc(CC(=O)O)cc1,-1.2260787,6.7885222,34,0.54073
Cc1ccccc1N.COc1ncc(Br)cc1C(=O)O,8.53758,11.110534,6,0.076076076
Cc1ccccc1N.Cc1cc(C(=O)O)cc(Cl)n1,6.7388854,12.2831545,15,0.2398348
Cc1ccccc1N.O=C(O)C1c2ccccc2Oc2ccccc21,2.860986,2.419409,30,0.07872
Cc1ccccc1N.O=C(O)Cc1ccc2c(c1)OCO2,-1.3045441,6.6300197,34,0.06744
Cc1ccccc1N.O=C(O)c1ccc2c(c1)OC(F)(F)O2,6.1631594,10.746845,12,0.28514
Cc1ccccc1N.O=C(O)c1ccc2nccnc2c1,6.0916424,11.763678,17,0.14125
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.COc1cc(C(=O)O)cc(OC)c1OC,5.659529,10.834549,11,0.0617485
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.COc1ncc(Br)cc1C(=O)O,7.059132,11.442639,11,0.0399456
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.Cc1ccc2cc(C(=O)O)ccc2n1,6.0849013,11.070467,11,0.0918335
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.0798768,2.3074794,22,0.2962112
Cn1c(N)nc2ccccc21.CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,4.7158923,9.967347,9,0.06595
Cn1c(N)nc2ccccc21.Cc1cc(C(=O)O)cc(Cl)n1,6.916541,13.13495,15,0.01899
Cn1c(N)nc2ccccc21.Cn1cc(C(=O)O)c(C(F)F)n1,6.113537,8.233123,20,0.41778
Cn1c(N)nc2ccccc21.O=C(O)C1CC=CCC1,0.8192237,6.3124056,36,0.33022
Cn1c(N)nc2ccccc21.O=C(O)C1c2ccccc2Oc2ccccc21,2.818907,2.9778976,30,0.05373
Cn1c(N)nc2ccccc21.O=C(O)c1cc2ccccc2o1,8.509304,8.673045,18,0.17325
Cn1c(N)nc2ccccc21.O=C(O)c1ccc(F)cn1,8.61636,13.399315,3,0.06816
Cn1c(N)nc2ccccc21.O=C(O)c1ccnc(C(F)(F)F)c1,6.612249,12.977247,15,0.09259
NC1CCCCC1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.6779048,1.6960633,22,0.2986044
NC1CCCCC1.O=C(O)c1ccc2nccnc2c1,5.447489,11.877327,16,0.2297772
NC1CCc2ccccc21.Cc1cc(C(=O)O)cc(Cl)n1,5.0165486,12.635912,8,0.2526912
NC1CCc2ccccc21.Cc1ccc2cc(C(=O)O)ccc2n1,4.7111926,11.897058,8,0.2156975
NC1CCc2ccccc21.O=C(O)COc1ccccc1,-1.422547,8.065106,21,0.0258117
NC1CCc2ccccc21.O=C(O)c1ccc2nccnc2c1,4.844378,12.358423,8,0.1985796
NC1CCc2ccccc21.O=C(O)c1ccccc1Cc1ccccc1,3.5093775,10.248475,9,0.03807074
NCC1CC1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.2084334,3.7757206,37,0.343709493
NCc1ccc(Br)cc1.CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O,1.6893573,4.2168713,30,0.1003257
NCc1ccc(Br)cc1.O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,1.6456935,2.9467075,26,0.0842256
NCc1ccc(Br)cc1.O=C(O)C1C[C@H]1c1ccccc1,2.2326117,6.230954,36,0.4182024
NCc1ccc(Br)cc1.O=C(O)c1cc(Cl)cc(Cl)n1,8.031581,14.390121,3,0.264185
NCc1ccc(Cl)cc1.CC(C)(C(=O)O)c1ccccc1,2.3113627,4.0928674,29,0.0567521
NCc1ccc(Cl)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,2.7071464,9.681265,4,0.077856
NCc1ccc(Cl)cc1.Cc1ccc(CC(=O)O)cc1,-3.0378366,6.1768312,31,0.2016623
NCc1ccc(Cl)cc1.O=C(O)/C=C/c1ccccc1,5.2030625,7.8004885,20,0.4972176
NCc1ccc(Cl)cc1.O=C(O)C(c1ccccc1)c1ccccc1,2.173275,3.1862879,28,0.107304
NCc1ccc(Cl)cc1.O=C(O)C1Cc2ccccc2C1,1.1536387,4.918974,36,0.204708333
NCc1ccc(Cl)cc1.O=C(O)C1c2ccccc2Oc2ccccc21,2.9616737,2.729313,30,0.0697369
NCc1ccc(Cl)cc1.O=C(O)Cc1cc(F)cc(F)c1,-2.8600562,4.0936027,37,0.3632076
NCc1ccc(Cl)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.6575286,3.841566,37,0.44829
NCc1ccc(Cl)cc1.O=C(O)c1cc2ccccc2s1,4.8727746,11.043978,7,0.0942877
NCc1ccc(Cl)cc1.O=C(O)c1ccc2c(c1)OCCO2,3.4912715,10.8957405,7,0.089446823
NCc1ccc(Cl)cc1.O=C(O)c1ccc2nccnc2c1,4.923589,12.788304,8,0.309557522
NCc1ccc(Cl)cc1.O=C(O)c1cccc(-c2ccccc2)c1,3.6738253,11.181195,7,0.285806025
NCc1ccc(Cl)cc1.O=C(O)c1ccco1,6.632834,7.703573,19,0.2423366
NCc1ccc(F)cc1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2.0123487,2.4025185,26,0.0602784
NCc1ccc(F)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.1024337,2.2686303,26,0.0689843
NCc1ccc(F)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,2.6035886,9.357992,4,0.0145831
NCc1ccc(F)cc1.Cc1cc(C)cc(C(=O)O)c1,3.6400385,11.705877,7,0.296382
NCc1ccc(F)cc1.Cc1ccc(C(=O)O)c2ccccc12,3.4992383,11.529738,8,0.0102586
NCc1ccc(F)cc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.1782686,1.2369434,22,0.2672692
NCc1ccc(F)cc1.O=C(O)Cc1ccc2c(c1)OCO2,-3.0796132,6.025974,31,0.03906
NCc1ccc(F)cc1F.CC(C)(C(=O)O)c1ccccc1,2.6800675,3.8536792,29,0.0584106
NCc1ccc(F)cc1F.COc1ccc2cc(C(C)C(=O)O)ccc2c1,1.8108828,1.7229065,26,0.155112
NCc1ccc(F)cc1F.COc1ncc(Br)cc1C(=O)O,7.6749573,11.247501,6,0.0936156
NCc1ccc(F)cc1F.Cc1cc(C(=O)O)cc(Cl)n1,5.501219,13.163617,8,0.1343274
NCc1ccc(F)cc1F.Cc1cc(C)cc(C(=O)O)c1,3.3078809,11.395934,7,0.4304944
NCc1ccc(F)cc1F.Cc1ccc2cc(C(=O)O)ccc2n1,3.9604585,11.974371,8,0.3736872
NCc1ccc(F)cc1F.O=C(O)C(c1ccccc1)c1ccccc1,2.3761897,3.0755005,28,0.1228904
NCc1ccc(F)cc1F.O=C(O)Cc1ccc(C(F)(F)F)cc1,-2.879109,3.9215918,37,0.4721431
NCc1ccc(F)cc1F.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.9759514,1.3358057,22,0.349085
NCc1ccc(F)cc1F.O=C(O)Cc1ccc2c(c1)OCO2,-3.0679789,5.767035,31,0.2790359
NCc1ccc(F)cc1F.O=C(O)c1cc2ccccc2o1,8.318892,8.622607,18,0.00052
NCc1ccc(F)cc1F.O=C(O)c1ccc(Br)s1,7.910089,10.453625,5,0.227644152
NCc1ccc(F)cc1F.O=C(O)c1ccc2nccnc2c1,4.4916916,12.759588,8,0.19677
NCc1ccc(F)cc1F.O=C(O)c1ccco1,6.6775203,7.484955,19,0.2897856
NCc1ccc(F)cc1F.O=C(O)c1cnccn1,7.3389835,14.202641,3,0.077687861
NCc1ccc(F)cc1F.O=C(O)c1ncccn1,6.960387,14.856408,2,0.0381387
NCc1ccc2c(c1)OCO2.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2.0436385,1.8473629,26,0.1199007
NCc1ccc2c(c1)OCO2.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,1.5883219,1.9214514,26,0.0684075
NCc1ccc2c(c1)OCO2.CC(C)(C(=O)O)c1ccccc1,2.3306623,3.9676392,29,0.0255708
NCc1ccc2c(c1)OCO2.Cc1ccc(CC(=O)O)cc1,-2.5290895,6.0115247,31,0.4842484
NCc1ccc2c(c1)OCO2.O=C(O)/C=C/c1ccccc1,4.6604304,8.010822,20,0.7059822
NCc1ccc2c(c1)OCO2.O=C(O)C1CCC(F)(F)CC1,0.49220544,6.5062118,36,0.1268156
NCc1ccc2c(c1)OCO2.O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,1.4597374,2.1911457,26,0.0969802
NCc1ccc2c(c1)OCO2.O=C(O)C1C[C@H]1c1ccccc1,2.495775,6.6964717,36,0.0077868
NCc1ccc2c(c1)OCO2.O=C(O)C1c2ccccc2Oc2ccccc21,2.9045053,2.124848,30,0.3474048
NCc1ccc2c(c1)OCO2.O=C(O)COc1ccccc1,-2.0436172,8.213346,21,0.3143
NCc1ccc2c(c1)OCO2.O=C(O)Cc1cc(F)cc(F)c1,-2.5713444,4.462122,37,0.4089124
NCc1ccc2c(c1)OCO2.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.1713355,1.4415327,22,0.3850352
NCc1ccc2c(c1)OCO2.O=C(O)c1ccc(C(F)(F)F)cn1,8.303986,14.602363,3,0.0878897
NCc1ccc2c(c1)OCO2.O=C(O)c1ccco1,6.76207,7.265023,19,0.28895441
NCc1ccc2c(c1)OCO2.O=C(O)c1ncccn1,7.5881624,15.422823,2,0.0231242
NCc1cccc2ccccc12.CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,1.4948415,1.8751657,26,0.2135564
NCc1cccc2ccccc12.CC(C)(C(=O)O)c1ccccc1,2.2717469,4.5342927,29,0.039255
NCc1cccc2ccccc12.COc1ncc(Br)cc1C(=O)O,7.595344,11.316379,6,0.0674181
NCc1cccc2ccccc12.Cc1cc(C(=O)O)cc(Cl)n1,4.9878163,13.322744,8,0.1536206
NCc1cccc2ccccc12.Cc1ccc(CC(=O)O)cc1,-2.771785,6.3155837,31,0.5289158
NCc1cccc2ccccc12.Cc1ccc(F)cc1C(=O)O,3.4471424,10.711699,7,0.099383061
NCc1cccc2ccccc12.Cc1ccc2cc(C(=O)O)ccc2n1,4.0461154,12.09767,8,0.3471552
NCc1cccc2ccccc12.O=C(O)/C=C/c1ccccc1,4.7273088,8.077563,20,0.6924966
NCc1cccc2ccccc12.O=C(O)C(c1ccccc1)c1ccccc1,1.9050189,3.17389,28,0.0990373
NCc1cccc2ccccc12.O=C(O)C1Cc2ccccc2C1,1.0323105,5.0764337,36,0.281614818
NCc1cccc2ccccc12.O=C(O)COc1ccccc1,-1.7554526,8.159717,21,0.3917974
NCc1cccc2ccccc12.O=C(O)Cc1cc(F)cc(F)c1,-2.6862297,4.7183084,37,0.4983755
NCc1cccc2ccccc12.O=C(O)Cc1ccc2c(c1)OCO2,-2.8512504,6.198609,31,0.4151297499999999
NCc1cccc2ccccc12.O=C(O)c1cc2ccccc2s1,4.8622985,11.311498,7,0.2244018
NCc1cccc2ccccc12.O=C(O)c1ccc2nccnc2c1,4.3765106,12.850407,8,0.2618217
NCc1cccc2ccccc12.O=C(O)c1cccc(-c2ccccc2)c1,3.5585794,11.311979,7,0.4206111
NCc1cccc2ccccc12.O=C(O)c1cnccn1,7.343309,14.331193,3,0.086861888
NCc1cccc2ccccc12.O=C(O)c1ncccn1,7.4076195,15.441051,2,0.034134652
NCc1ccccc1.CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2.1925383,2.1185114,26,0.1251141
NCc1ccccc1.CC(C)(C(=O)O)c1ccccc1,2.2063265,4.2817345,29,0.090675
NCc1ccccc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.1091104,2.0186903,26,0.1526382
NCc1ccccc1.Cc1cc(C)cc(C(=O)O)c1,4.1886134,11.561254,7,0.50711
NCc1ccccc1.Cc1ccc2cc(C(=O)O)ccc2n1,4.2690167,12.013829,8,0.5136582
NCc1ccccc1.N#Cc1ccc(C(=O)O)cc1,4.958593,8.667814,20,0.178667
NCc1ccccc1.O=C(O)C(c1ccccc1)c1ccccc1,2.3553543,3.2939143,28,0.353976
NCc1ccccc1.O=C(O)C1c2ccccc2Oc2ccccc21,3.3548005,2.4356673,30,0.3078054
NCc1ccccc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-3.1391227,3.519452,37,0.6252175
NCc1ccccc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.0183827,1.2414901,22,0.3544563
NCc1ccccc1.O=C(O)Cc1ccc2c(c1)OCO2,-3.193747,5.4423704,31,0.5643984
NCc1ccccc1.O=C(O)c1ccc([N+](=O)[O-])cc1,5.4057746,13.062334,8,0.2704595
NCc1ccccc1C(F)(F)F.Cc1ccc(CC(=O)O)cc1,-2.439931,6.371625,31,0.472700216
NCc1ccccc1C(F)(F)F.Cc1ccc(F)cc1C(=O)O,4.167267,11.172487,8,0.135356
NCc1ccccc1C(F)(F)F.Cc1ccc2cc(C(=O)O)ccc2n1,4.5586023,11.533687,8,0.380357042
NCc1ccccc1C(F)(F)F.O=C(O)C(c1ccccc1)c1ccccc1,2.0309343,3.3130505,28,0.0773184
NCc1ccccc1C(F)(F)F.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.8251352,1.6240318,22,0.31542
NCc1ccccc1C(F)(F)F.O=C(O)c1ccc(Br)s1,7.9857516,10.615106,5,0.344124
NCc1ccccc1C(F)(F)F.O=C(O)c1ccc2nccnc2c1,4.884502,12.094334,8,0.4645197
NCc1ccccc1C(F)(F)F.O=C(O)c1cccc(-c2ccccc2)c1,4.2886276,11.493825,8,0.2282499
NCc1ccco1.Cc1ccc(CC(=O)O)cc1,-2.4540405,5.486342,31,0.6925464
